id,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora,pt
47,238608.23359998176,1246.6679000062868,True,0.268636363636363,"rgb(198,255,0)",36,dalasini,cinnamon,0.268636363636363,1
48,241387.48759997543,inf,True,0.3023366477272721,"rgb(255,255,0)",22,rushwa,bribe,0.277727272727272,1
49,243913.13820000505,1039.7898000082932,True,0.214090909090909,"rgb(142,255,0)",24,rembo,ornament,0.214090909090909,1
50,246419.1880999715,1112.6189000206068,True,0.22357244318181804,"rgb(142,255,0)",15,mfupa,bone,0.27318181818181797,1
51,248525.7512999815,3516.120199987199,True,0.20954545454545398,"rgb(142,255,0)",26,farasi,horse,0.20954545454545398,1
52,253234.05929998262,1303.979000018444,True,0.29583806818181796,"rgb(255,255,0)",7,tumbili,monkey,0.22318181818181798,1
53,256035.8035999816,1213.0427000229247,True,0.218636363636363,"rgb(142,255,0)",25,pipa,barrel,0.218636363636363,1
54,258531.38070000568,inf,True,0.19629971590909,"rgb(142,255,0)",13,pafu,lung,0.24590909090909,1
55,261757.1556000039,1388.7533000088297,True,0.32651988636363594,"rgb(255,197,0)",6,mshoni,tailor,0.291363636363636,1
56,264436.3426999771,809.8345000180416,True,0.141363636363636,"rgb(29,255,0)",21,yai,egg,0.141363636363636,1
57,265938.0399999791,1020.2219000202604,True,0.18681818181818102,"rgb(85,255,0)",11,nyanya,tomato,0.18681818181818102,1
58,268064.59660001565,1585.0161999696866,True,0.41639914772727216,"rgb(255,84,0)",5,yamini,oath,0.277727272727272,1
59,270555.27030001394,1397.383399948012,True,0.227727272727272,"rgb(142,255,0)",12,rafiki,friend,0.227727272727272,1
60,274659.0296999784,3334.391799988225,True,0.268636363636363,"rgb(198,255,0)",28,bandari,harbor,0.268636363636363,1
61,279357.1763999644,2031.2023000442423,True,0.268636363636363,"rgb(198,255,0)",38,ambo,glue,0.268636363636363,1
62,282253.0705999816,1625.8497000089847,True,0.055,"rgb(29,255,0)",10,mbwa,dog,0.055,1
63,284590.3595999698,3302.8895999887027,True,0.4034375,"rgb(255,141,0)",2,ubini,forgery,0.305,1
64,289537.6886999584,2035.1669000228867,True,0.28681818181818103,"rgb(255,255,0)",23,lawama,blame,0.28681818181818103,1
65,292804.96629996924,2407.3406000388786,True,0.132272727272727,"rgb(29,255,0)",4,iktisadi,economy,0.132272727272727,1
66,296930.12510001427,1372.5203999783844,True,0.18720880681818103,"rgb(85,255,0)",9,ziwa,lake,0.236818181818181,1
67,299039.2570999684,1022.501600033138,True,0.24590909090909,"rgb(198,255,0)",32,adui,enemy,0.24590909090909,1
68,301027.97409996856,2145.941400027368,True,0.30915482954545404,"rgb(255,255,0)",33,wakili,agent,0.25954545454545397,1
69,304495.1904999907,1356.375699979253,True,0.22318181818181798,"rgb(142,255,0)",3,theluji,snow,0.22318181818181798,1
70,306845.055999991,1262.6234000199474,True,0.19590909090909,"rgb(142,255,0)",29,roho,soul,0.19590909090909,1
71,309037.6884000143,1322.908699978143,True,0.22357244318181804,"rgb(142,255,0)",34,sahani,plate,0.27318181818181797,1
72,311307.38670000574,3251.97979999939,True,0.274318181818181,"rgb(198,255,0)",18,hadithi,story,0.28681818181818103,1
73,316009.4948000042,997.9717999813147,True,0.11409090909090899,"rgb(29,255,0)",30,wingu,cloud,0.11409090909090899,1
74,317970.3133999719,9870.848699996714,True,0.32307528409090897,"rgb(255,197,0)",8,fumbo,mystery,0.264090909090909,1
75,329528.45639997395,2739.1614000080153,True,0.315617897727272,"rgb(255,255,0)",17,jibini,cheese,0.277727272727272,1
76,333373.9162000129,5639.201199985109,True,0.30652698863636296,"rgb(255,255,0)",14,paji,forehead,0.268636363636363,1

